0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,131,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,254,187,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,187,0,0,0,0,0,0,0,0,0,0,174,249,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,246,83,86,151,180,192,160,83,0,0,0,0,124,254,226,0,0,0,0,0,0,0,0,0,0,0,115,254,252,249,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,251,254,247,251,254,245,254,254,185,0,0,0,0,138,254,254,32,0,0,0,228,254,171,0,101,251,254,253,250,254,251,254,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,254,252,254,250,253,254,249,250,254,95,0,0,0,0,189,252,253,93,57,247,254,190,254,251,254,251,250,252,254,253,250,254,254,96,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,252,247,254,253,248,254,251,254,253,254,0,0,0,0,0,245,254,252,250,254,20,0,248,254,249,254,254,250,252,254,254,254,250,111,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,253,254,253,254,254,251,254,252,253,254,163,0,0,0,0,0,248,254,254,251,1,0,17,252,254,248,254,254,248,254,250,254,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,248,249,254,253,252,252,254,253,254,254,8,0,0,0,0,52,253,253,254,249,22,0,19,155,26,66,254,250,254,213,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,253,250,253,252,252,254,253,252,252,253,138,0,0,0,0,0,99,254,248,254,195,0,0,0,219,250,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,254,249,253,254,250,253,254,247,254,157,0,0,0,0,0,0,50,254,251,172,44,228,241,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,254,254,250,253,248,246,254,253,46,0,0,0,0,0,0,0,0,249,254,193,0,0,141,254,225,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,254,247,251,254,254,254,251,30,0,0,0,0,0,0,0,71,254,254,183,27,213,254,254,248,253,252,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,254,254,251,254,225,148,111,33,0,0,0,0,0,0,0,0,132,254,250,251,254,254,254,251,244,252,253,254,251,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,251,254,250,144,108,112,97,0,0,0,0,0,0,0,0,0,82,250,251,254,251,254,251,142,0,0,69,254,253,253,254,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,251,254,167,67,238,251,254,253,249,125,0,0,0,0,0,0,0,251,253,254,252,253,224,0,0,0,0,0,124,254,254,253,254,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24,253,254,217,0,131,254,246,254,254,250,253,254,160,0,0,0,0,0,213,254,254,252,186,0,253,36,0,0,0,0,0,249,250,254,251,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,80,254,253,40,0,203,252,250,254,246,251,254,253,246,253,10,0,0,0,35,249,254,253,239,0,0,149,218,0,0,0,0,0,86,251,251,252,254,185,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,123,251,128,0,0,247,251,250,249,252,254,249,249,252,253,254,0,0,0,0,182,254,252,248,6,0,0,7,254,85,209,228,0,0,0,254,253,253,254,250,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,159,254,18,0,0,254,250,248,254,254,251,254,250,254,254,254,0,83,0,0,0,254,251,251,113,0,19,0,130,254,81,0,254,252,0,0,142,254,251,252,250,254,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,159,254,0,0,10,254,252,254,249,248,252,254,244,254,254,250,5,0,147,0,0,105,254,251,212,0,0,157,196,0,236,39,132,251,241,0,0,45,254,251,254,252,254,189,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,108,223,0,0,2,249,252,252,248,254,253,157,182,253,254,253,110,0,84,129,0,0,254,249,254,0,0,236,193,0,0,225,225,254,105,0,0,0,218,248,254,253,250,254,252,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,250,121,0,17,250,254,244,254,252,253,195,0,141,253,249,254,0,0,225,72,0,99,250,254,210,105,251,0,17,42,0,254,251,104,0,0,0,83,249,253,251,251,254,251,253,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,254,254,60,30,254,251,250,254,253,254,147,0,0,177,254,251,252,0,15,252,0,0,254,253,250,254,183,0,0,0,101,0,253,252,0,0,0,52,253,250,254,254,254,252,254,189,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,210,249,201,17,254,250,252,254,250,253,158,0,0,0,248,217,252,245,0,225,169,0,0,212,254,254,180,0,0,2,0,174,116,254,50,0,0,55,247,254,254,244,207,205,175,149,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57,253,254,190,254,249,250,253,250,248,207,0,0,0,118,247,43,249,254,55,249,0,0,0,137,252,254,82,0,0,0,147,219,209,252,101,0,131,254,143,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
