x1,x2,x3,x4,x5,x6,y
6.0,36.0,216.0,1296.0,7776.0,-0.27941549819892586,-0.2816610434505527
6.1000000000000005,37.21000000000001,226.98100000000005,1384.5841000000005,8445.963010000003,-0.18216250427209502,-0.19672420025702447
6.2,38.440000000000005,238.32800000000003,1477.6336000000001,9161.32832,-0.0830894028174964,-0.07408943896583112
6.300000000000001,39.69000000000001,250.04700000000008,1575.2961000000007,9924.365430000005,0.0168139004843506,0.029576574074999206
6.4,40.96000000000001,262.14400000000006,1677.7216000000003,10737.418240000003,0.11654920485049364,0.11534351702234019
6.5,42.25,274.625,1785.0625,11602.90625,0.21511998808781552,0.21514090572890887
6.6000000000000005,43.56000000000001,287.4960000000001,1897.4736000000007,12523.325760000005,0.3115413635133787,0.3049497806355331
6.7,44.89,300.76300000000003,2015.1121000000003,13501.251070000002,0.4048499206165983,0.40187849488599936
6.800000000000001,46.24000000000001,314.4320000000001,2138.137600000001,14539.335680000007,0.49411335113860894,0.48761922448151196
6.9,47.61000000000001,328.50900000000007,2266.7121000000006,15640.313490000004,0.5784397643882001,0.5889906354305934
7.0,49.0,343.0,2401.0,16807.0,0.6569865987187891,0.6593205556390106
7.1000000000000005,50.41000000000001,357.91100000000006,2541.168100000001,18042.293510000007,0.7289690401258765,0.7156045007933739
7.2,51.84,373.24800000000005,2687.3856,19349.176320000002,0.7936678638491531,0.8023376284024358
7.300000000000001,53.29000000000001,389.0170000000001,2839.824100000001,20730.71593000001,0.8504366206285648,0.8388528923275566
7.4,54.760000000000005,405.22400000000005,2998.6576000000005,22190.066240000004,0.8987080958116269,0.8938522748255914
7.5,56.25,421.875,3164.0625,23730.46875,0.9379999767747389,0.9337003959207868
7.6000000000000005,57.760000000000005,438.9760000000001,3336.217600000001,25355.25376000001,0.9679196720314865,0.9767898325437623
7.7,59.290000000000006,456.533,3515.3041000000003,27067.841570000004,0.9881682338770004,0.9821297632274822
7.800000000000001,60.84000000000001,474.55200000000013,3701.5056000000013,28871.743680000014,0.998543345374605,0.9980289023601728
7.9,62.410000000000004,493.03900000000004,3895.008100000001,30770.563990000006,0.998941341839772,0.9947731219405632
8.0,64.0,512.0,4096.0,32768.0,0.9893582466233818,0.9840291032295717
8.1,65.61,531.4409999999999,4304.672099999999,34867.84400999999,0.9698898108450863,0.9676050362764197
8.200000000000001,67.24000000000002,551.3680000000002,4521.217600000003,37073.984320000025,0.9407305566797726,0.9367798947637281
8.3,68.89000000000001,571.7870000000001,4745.832100000001,39390.40643000002,0.9021718337562933,0.9098960027047054
8.4,70.56,592.7040000000001,4978.713600000001,41821.19424000001,0.8545989080882804,0.8698942299854446
8.5,72.25,614.125,5220.0625,44370.53125,0.7984871126234903,0.8281059658425197
8.6,73.96,636.0559999999999,5470.0815999999995,47042.70175999999,0.7343970978741133,0.7302224903018842
8.700000000000001,75.69000000000001,658.5030000000003,5728.976100000003,49842.09207000003,0.662969230082182,0.6554125178343664
8.8,77.44000000000001,681.4720000000002,5996.953600000002,52773.19168000002,0.5849171928917617,0.5817899158825329
8.9,79.21000000000001,704.969,6274.224100000001,55840.59449000001,0.5010208564578846,0.49929755503936585
9.0,81.0,729.0,6561.0,59049.0,0.4121184852417566,0.4141584316384177
9.1,82.80999999999999,753.5709999999999,6857.4960999999985,62403.21450999999,0.3190983623493521,0.32736318772058615
9.200000000000001,84.64000000000001,778.6880000000002,7163.929600000003,65908.15232000004,0.22288991410024592,0.22656209683112014
9.3,86.49000000000001,804.3570000000002,7480.5201000000025,69568.83693000002,0.1244544235070617,0.14261537556015755
9.4,88.36000000000001,830.5840000000001,7807.489600000001,73390.40224000001,0.024775425453357765,0.030229741822068508
9.5,90.25,857.375,8145.0625,77378.09375,-0.0751511204618093,-0.07767070570761654
9.600000000000001,92.16000000000003,884.7360000000004,8493.465600000005,81537.26976000005,-0.1743267812229814,-0.17626953556455538
9.700000000000001,94.09000000000002,912.6730000000003,8852.928100000005,85873.40257000005,-0.2717606264109442,-0.26881012130143617
9.8,96.04000000000002,941.1920000000002,9223.681600000004,90392.07968000004,-0.3664791292519284,-0.3790354600811924
9.9,98.01,970.2990000000001,9605.960100000002,95099.00499000002,-0.45753589377532133,-0.4432002545881721
