x1,x2,x3,x4,x5,y
0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.010000000000000002,0.0010000000000000002,0.00010000000000000002,1.0000000000000003e-05,-0.07983341664682815
0.2,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0003200000000000001,-0.1586693307950612
0.30000000000000004,0.09000000000000002,0.027000000000000014,0.008100000000000005,0.0024300000000000016,-0.2355202066613396
0.4,0.16000000000000003,0.06400000000000002,0.025600000000000005,0.010240000000000003,-0.3094183423086505
0.5,0.25,0.125,0.0625,0.03125,-0.379425538604203
0.6000000000000001,0.3600000000000001,0.2160000000000001,0.12960000000000008,0.07776000000000005,-0.4446424733950355
0.7000000000000001,0.4900000000000001,0.3430000000000001,0.2401000000000001,0.16807000000000008,-0.5042176872376911
0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,-0.5573560908995228
0.9,0.81,0.7290000000000001,0.6561,0.5904900000000001,-0.6033269096274834
1.0,1.0,1.0,1.0,1.0,-0.6414709848078965
1.1,1.2100000000000002,1.3310000000000004,1.4641000000000004,1.6105100000000006,-0.6712073600614354
1.2000000000000002,1.4400000000000004,1.7280000000000009,2.073600000000001,2.4883200000000016,-0.6920390859672263
1.3,1.6900000000000002,2.197,2.8561000000000005,3.7129300000000005,-0.703558185417193
1.4000000000000001,1.9600000000000004,2.7440000000000007,3.8416000000000015,5.378240000000003,-0.7054497299884602
1.5,2.25,3.375,5.0625,7.59375,-0.6974949866040544
1.6,2.5600000000000005,4.096000000000001,6.553600000000001,10.485760000000003,-0.679573603041505
1.7000000000000002,2.8900000000000006,4.913000000000001,8.352100000000004,14.198570000000007,-0.6516648104524685
1.8,3.24,5.832000000000001,10.4976,18.895680000000002,-0.613847630878195
1.9000000000000001,3.6100000000000003,6.859000000000002,13.032100000000003,24.76099000000001,-0.5663000876874145
2.0,4.0,8.0,16.0,32.0,-0.5092974268256817
2.1,4.41,9.261000000000001,19.448100000000004,40.84101000000001,-0.44320936664887367
2.2,4.840000000000001,10.648000000000003,23.425600000000006,51.53632000000002,-0.36849640381959003
2.3000000000000003,5.290000000000001,12.167000000000003,27.984100000000012,64.36343000000004,-0.28570521217671996
2.4000000000000004,5.760000000000002,13.824000000000007,33.17760000000002,79.62624000000005,-0.19546318055115053
2.5,6.25,15.625,39.0625,97.65625,-0.09847214410395655
2.6,6.760000000000001,17.576,45.69760000000001,118.81376000000002,0.004498628178535857
2.7,7.290000000000001,19.683000000000003,53.144100000000016,143.48907000000005,0.11262011976617026
2.8000000000000003,7.840000000000002,21.952000000000005,61.46560000000002,172.10368000000008,0.2250118498440954
2.9000000000000004,8.410000000000002,24.38900000000001,70.72810000000004,205.11149000000012,0.34075067078601806
3.0,9.0,27.0,81.0,243.0,0.45887999194013285
3.1,9.610000000000001,29.791000000000004,92.35210000000001,286.29151,0.5784193375667096
3.2,10.240000000000002,32.76800000000001,104.85760000000002,335.5443200000001,0.6983741434275802
3.3000000000000003,10.890000000000002,35.93700000000001,118.59210000000004,391.35393000000016,0.8177456941432488
3.4000000000000004,11.560000000000002,39.30400000000001,133.63360000000006,454.35424000000023,0.9355411020268318
3.5,12.25,42.875,150.0625,525.21875,1.0507832276896198
3.6,12.96,46.656000000000006,167.9616,604.6617600000001,1.1625204432948526
3.7,13.690000000000001,50.653000000000006,187.41610000000003,693.4395700000001,1.2698361409084935
3.8000000000000003,14.440000000000001,54.872000000000014,208.51360000000005,792.3516800000003,1.3718578909427195
3.9000000000000004,15.210000000000003,59.31900000000002,231.34410000000008,902.2419900000004,1.4677661591839741
4.0,16.0,64.0,256.0,1024.0,1.5568024953079282
4.1000000000000005,16.810000000000006,68.92100000000002,282.57610000000017,1158.5620100000008,1.638277111064411
4.2,17.64,74.08800000000001,311.16960000000006,1306.9123200000004,1.7115757724135883
4.3,18.49,79.50699999999999,341.88009999999997,1470.0844299999997,1.7761659367494549
4.4,19.360000000000003,85.18400000000003,374.8096000000001,1649.1622400000006,1.831602073889516
4.5,20.25,91.125,410.0625,1845.28125,1.877530117665097
4.6000000000000005,21.160000000000004,97.33600000000003,447.7456000000002,2059.629760000001,1.9136910036334647
4.7,22.090000000000003,103.82300000000001,487.96810000000005,2293.4500700000003,1.939923257564101
4.800000000000001,23.040000000000006,110.59200000000006,530.8416000000003,2548.0396800000017,1.9561646088358406
