x1,x2
-1.0,-1.0
-1.0,-0.7777777777777778
-1.0,-0.5555555555555556
-1.0,-0.33333333333333337
-1.0,-0.11111111111111116
-1.0,0.11111111111111116
-1.0,0.33333333333333326
-1.0,0.5555555555555554
-1.0,0.7777777777777777
-1.0,1.0
-0.7777777777777778,-1.0
-0.7777777777777778,-0.7777777777777778
-0.7777777777777778,-0.5555555555555556
-0.7777777777777778,-0.33333333333333337
-0.7777777777777778,-0.11111111111111116
-0.7777777777777778,0.11111111111111116
-0.7777777777777778,0.33333333333333326
-0.7777777777777778,0.5555555555555554
-0.7777777777777778,0.7777777777777777
-0.7777777777777778,1.0
-0.5555555555555556,-1.0
-0.5555555555555556,-0.7777777777777778
-0.5555555555555556,-0.5555555555555556
-0.5555555555555556,-0.33333333333333337
-0.5555555555555556,-0.11111111111111116
-0.5555555555555556,0.11111111111111116
-0.5555555555555556,0.33333333333333326
-0.5555555555555556,0.5555555555555554
-0.5555555555555556,0.7777777777777777
-0.5555555555555556,1.0
-0.33333333333333337,-1.0
-0.33333333333333337,-0.7777777777777778
-0.33333333333333337,-0.5555555555555556
-0.33333333333333337,-0.33333333333333337
-0.33333333333333337,-0.11111111111111116
-0.33333333333333337,0.11111111111111116
-0.33333333333333337,0.33333333333333326
-0.33333333333333337,0.5555555555555554
-0.33333333333333337,0.7777777777777777
-0.33333333333333337,1.0
-0.11111111111111116,-1.0
-0.11111111111111116,-0.7777777777777778
-0.11111111111111116,-0.5555555555555556
-0.11111111111111116,-0.33333333333333337
-0.11111111111111116,-0.11111111111111116
-0.11111111111111116,0.11111111111111116
-0.11111111111111116,0.33333333333333326
-0.11111111111111116,0.5555555555555554
-0.11111111111111116,0.7777777777777777
-0.11111111111111116,1.0
0.11111111111111116,-1.0
0.11111111111111116,-0.7777777777777778
0.11111111111111116,-0.5555555555555556
0.11111111111111116,-0.33333333333333337
0.11111111111111116,-0.11111111111111116
0.11111111111111116,0.11111111111111116
0.11111111111111116,0.33333333333333326
0.11111111111111116,0.5555555555555554
0.11111111111111116,0.7777777777777777
0.11111111111111116,1.0
0.33333333333333326,-1.0
0.33333333333333326,-0.7777777777777778
0.33333333333333326,-0.5555555555555556
0.33333333333333326,-0.33333333333333337
0.33333333333333326,-0.11111111111111116
0.33333333333333326,0.11111111111111116
0.33333333333333326,0.33333333333333326
0.33333333333333326,0.5555555555555554
0.33333333333333326,0.7777777777777777
0.33333333333333326,1.0
0.5555555555555554,-1.0
0.5555555555555554,-0.7777777777777778
0.5555555555555554,-0.5555555555555556
0.5555555555555554,-0.33333333333333337
0.5555555555555554,-0.11111111111111116
0.5555555555555554,0.11111111111111116
0.5555555555555554,0.33333333333333326
0.5555555555555554,0.5555555555555554
0.5555555555555554,0.7777777777777777
0.5555555555555554,1.0
0.7777777777777777,-1.0
0.7777777777777777,-0.7777777777777778
0.7777777777777777,-0.5555555555555556
0.7777777777777777,-0.33333333333333337
0.7777777777777777,-0.11111111111111116
0.7777777777777777,0.11111111111111116
0.7777777777777777,0.33333333333333326
0.7777777777777777,0.5555555555555554
0.7777777777777777,0.7777777777777777
0.7777777777777777,1.0
1.0,-1.0
1.0,-0.7777777777777778
1.0,-0.5555555555555556
1.0,-0.33333333333333337
1.0,-0.11111111111111116
1.0,0.11111111111111116
1.0,0.33333333333333326
1.0,0.5555555555555554
1.0,0.7777777777777777
1.0,1.0
0.5388562355259849,0.561036722480995
0.46119340042945906,0.5725563035786887
0.6036956257707307,0.6611349544641241
0.39580084246198655,0.6439341614997514
0.7169342648821215,0.3732852162699444
0.6649708123996785,0.16212030685302298
0.675471208261786,0.5898798783597247
0.63172778277618,0.31616034199651993
0.5945333552320544,0.48439280623309755
0.4390594733393697,0.04634474762359053
