key,atom,a0.25_rp1.0,a0.25_rp1.5,a0.25_rp2.0,a0.25_rp2.5,a0.25_rp3.0,a0.5_rp1.0,a0.5_rp1.5,a0.5_rp2.0,a0.5_rp2.5,a0.5_rp3.0,a1.0_rp1.0,a1.0_rp1.5,a1.0_rp2.0,a1.0_rp2.5,a1.0_rp3.0
1D-000,0,0.07984477397714035,0.9512148750343904,0.012513619631941553,0.2891775917762054,0.009444685471560948,0.570806895170444,1.0671351720392503,0.38734282464538894,0.30799331247317574,0.1061350060130923,0.967199461568901,1.2052720885738708,1.0113742059967425,0.6338522332516211,0.3186499260961616
1D-000,1,0.07206808096120285,1.5043777905908813,0.018072916195316875,0.40454020599418317,0.018194385444267797,0.7346567083385168,1.578493641960749,0.6041327501312466,0.4302287023277759,0.16261329217881199,1.3562928457150971,1.7390166072411173,1.4864138583519229,0.9350706226766833,0.4689404212656902
1D-000,2,0.07204594510295034,1.5044085881117915,0.01807369067663171,0.4044789584953044,0.018188636475187894,0.7345915310726989,1.5784772441884718,0.60413234204466,0.4301588431090976,0.16258498248138537,1.356236318230326,1.7389608257620097,1.4863571238335584,0.9350065562437895,0.4688877379499549
1D-000,3,0.09537613237478149,1.4597547158865773,0.013762012113296638,0.26263659182946975,0.009674930404938316,0.7861492351085231,1.579754204150753,0.5277354176724562,0.2813972500023233,0.10365724354955576,1.3758853880514859,1.7021203538648022,1.3664495674402666,0.7762283625853611,0.3462738276620857
1D-000,4,0.09550360509752924,1.4595644772656402,0.013753159318943714,0.2627073318271639,0.0096743290365755,0.7864670896471566,1.5798110066898823,0.527639417047121,0.28145613022800625,0.10366156651032256,1.3761252190121283,1.7022793907356886,1.3664969538381404,0.7762435755246251,0.3462902340198631
1D-000,5,0.0664745416118591,1.5078396690777076,0.023884520248268207,0.42758019790135215,0.014570678236028563,0.7141250326395425,1.5739195130639143,0.6396103206276099,0.4566698253433413,0.15695657066195604,1.3465505229653267,1.7469589366217189,1.5152905255505729,0.9645577774245631,0.4828483021678327
1D-000,6,0.06643016114381393,1.5078716465996809,0.023863198589858886,0.4274790581237046,0.014573170354544173,0.7139685081149029,1.5738562697165637,0.6395357960156537,0.4565192179555931,0.15696382543539028,1.346392561585421,1.7467809506726155,1.5151161107250797,0.964412729781398,0.4827687086841393
1D-000,7,0.07973954586418577,0.9514039321326102,0.012490660228724356,0.2890859445018469,0.009440827252633973,0.5705801349347136,1.0671037086522825,0.3873029019002907,0.3078400788626231,0.10611832692040225,0.967009306974702,1.205093821623744,1.0112192301849479,0.633713316065733,0.3185591449056674
1D-001,0,0.06214765220692763,1.4435361603410855,0.060106026788581124,0.46319956352784575,0.015178287491508914,0.6438233113231123,1.5341851322627211,0.7711738346803566,0.5531527035713389,0.16518124356941785,1.305175933692089,1.7657368074747812,1.6172958292291497,1.0836475960571441,0.5540438021503177
1D-001,1,0.06220147838710563,1.4434699171821053,0.06020173213179564,0.46319538093449275,0.01518991303027209,0.6439471574216917,1.5342394827648018,0.7713836381325672,0.553349988047071,0.16518506349503614,1.3053326078822678,1.765964976881328,1.6175728037328245,1.0838899022721449,0.5541766095985183
1D-001,2,0.06220423740825024,1.4434861534263446,0.060186006900736555,0.46321770281851715,0.015175017697887974,0.6439665136190093,1.5342493900592835,0.7713583278394439,0.5533277749373435,0.1651559689453172,1.305345537660044,1.7659641976084675,1.6175487553421042,1.0838515359501821,0.5541414370343527
1D-001,3,0.06221604480193299,1.4434662952291142,0.06021732986153723,0.4632838358170097,0.01518444524213829,0.6439901474482396,1.534263273496548,0.7714712002601017,0.553465128278846,0.16517629454543353,1.3053929656182852,1.7660618774771635,1.6177008868743865,1.084006723731844,0.5542391563310458
1D-001,4,0.06218569635170221,1.443467169403183,0.06026573010339616,0.463273601314313,0.015179038013532738,0.6438964891490002,1.5342418473356867,0.771615470677528,0.5535242041468074,0.16515645594607864,1.3053430513506645,1.766078973951513,1.6177931092224287,1.0840964107116289,0.5542762927208461
1D-001,5,0.06218976829365572,1.4434911469866807,0.06007924460541924,0.46320898048680675,0.015193125095967869,0.643924306793451,1.5341994769697582,0.7710759809804588,0.5531403780212105,0.16521810221592728,1.30523802130458,1.7657493101166954,1.6172568396277993,1.083617485688626,0.5540483104588997
1D-001,6,0.06221585398651234,1.4434650820330033,0.06013750939887026,0.46319471553961805,0.015188081225530167,0.6439883956618103,1.53423341232418,0.7712046205072611,0.5532327662187052,0.1651923621451041,1.3053246973287647,1.7658778677289515,1.6174066172714676,1.0837334615962728,0.5540965318388372
1D-001,7,0.062154673985447384,1.4435776014869945,0.060185904009719106,0.4632315399971234,0.015187550227196072,0.643873163712595,1.534246946584489,0.7713949597329048,0.5533585847304513,0.16518728492762455,1.3052839758946526,1.7659395770203639,1.6175749805003892,1.083900574592639,0.5541837363172122
1D-002,0,0.04585826526908085,1.5187060643452224,0.03623647274820723,0.4997800476868442,0.010967675239521428,0.6385844683469133,1.5520963030583255,0.723958161061698,0.5408982730485857,0.17307827915377377,1.3001790470938914,1.750320285439108,1.5892580699866805,1.060062542589918,0.5459776467285038
1D-002,1,0.04582751741955361,1.5186615285137743,0.03618786651805499,0.4996645543166877,0.010973540753802689,0.6384325393447263,1.5519973476581705,0.7237767303577389,0.5406650482921187,0.1730998826118788,1.2999878061001438,1.7500583616702154,1.5889619306353602,1.0598145877412621,0.5458505613779479
1D-002,2,0.045865096866267524,1.5186417007757798,0.036277193176052124,0.4999458721368305,0.010951573997482759,0.6385741913982573,1.5520865300299225,0.7241412497070195,0.5410998273456856,0.17306934977833285,1.300205941259046,1.7504292856830346,1.5894640423792945,1.060272126631848,0.5460942188447894
1D-002,3,0.04586626319464116,1.5187275945860501,0.03625644133627276,0.49980167860144575,0.010974470132214684,0.6386299251743929,1.5521306788827496,0.7240282786674748,0.5409759517836954,0.17307566129946106,1.3002413586504362,1.7504105491661919,1.5893636844213872,1.0601523344792794,0.5460257075154537
1D-002,4,0.04583986131949737,1.5186625307263926,0.03619749514318893,0.4996650952508983,0.010959888411073385,0.6384834541851108,1.552022438401228,0.723798288456669,0.5406897340525172,0.17307867259061865,1.3000398109103137,1.7501130161140983,1.5890042809687888,1.0598360360387302,0.5458506074093948
1D-002,5,0.045830081208004934,1.5186676150568668,0.036255756989301745,0.49977279732541136,0.01097036035923008,0.6384469149521314,1.5520324425547922,0.7240431642550744,0.5409087472125627,0.1730778043943975,1.300067666220598,1.7502536072077484,1.589265072815967,1.060093592921934,0.5459945771041858
1D-002,6,0.045895027820495676,1.5187124249851125,0.03618666248543355,0.4997059713616795,0.01096312464036991,0.6387377040992154,1.5521425031418357,0.7237303036638738,0.5407484609236459,0.17308047167466575,1.3002646935999191,1.750292785038391,1.5890873502180236,1.0598722776836644,0.5458722865111126
1D-002,7,0.045857299978448,1.5187064831407475,0.03621970777009116,0.4998598583971963,0.010964697928363765,0.6385806980204057,1.5520898580883382,0.7239298181917189,0.5409202980053985,0.17309600310114379,1.300169315750348,1.7503054703583103,1.589249130527124,1.0600705165284323,0.5459946882656562
1D-003,0,0.07834210469327757,1.4871210601365112,0.013731231818566187,0.22831757350490753,0.008686037504366279,0.7441748034751282,1.5721164237248186,0.5274556103966068,0.25077473906684006,0.09898730605140789,1.3411547468175637,1.670891662396916,1.3402722783755,0.7513348025414959,0.3284288539462045
1D-003,1,0.05406406920403325,1.520626037901724,0.023429582997899014,0.3863389104656797,0.01604811664779053,0.6732008737237575,1.5606326772497432,0.6329187003853849,0.4215871372708827,0.1578752959525461,1.3090219733472666,1.7091522578706027,1.4814109977064343,0.9355763040202503,0.46566180287597875
1D-003,2,0.3275966914641727,0.5905822661924967,0.0011159190800481885,0.10100393900663512,0.004527299229225017,0.8787232696794736,1.0195412845362102,0.19063099041195516,0.10826311129605316,0.04826219811820817,1.134233983138316,1.2018631757563691,0.8124095922932413,0.3862115551942342,0.15209528046644447
1D-003,3,0.06397746466308515,0.9789769275300835,0.011866866516070041,0.25894384441441526,0.011894110399160931,0.5340218495615119,1.061625516331862,0.38534422495460463,0.28312690578045463,0.10715485601510584,0.93702335376823,1.1783218937045672,0.9896513092085748,0.6152593483046711,0.30744280689697584
1D-003,4,0.06399245969222632,0.9789435349880358,0.011834642117767318,0.25882914258532086,0.011895122794206323,0.5340422946737016,1.0616067521682653,0.38518098465399336,0.28294145108224844,0.10714056150447725,0.9369957392461989,1.178211484484139,0.9894503890462705,0.6150531644579903,0.3073191609157929
1D-003,5,0.054150747106032605,1.520653709897449,0.02341421418396805,0.3862365285613494,0.016058113773869058,0.6735775292704257,1.5607916277912819,0.6327488207725362,0.42152286476592277,0.1578458180012703,1.3093299239834317,1.7093471811797565,1.4814040160086062,0.9354812254166474,0.46559040252152567
1D-003,6,0.3275966914641723,0.5905822661924971,0.00111591908004819,0.10100393900663522,0.004527299229225021,0.8787232696794733,1.0195412845362104,0.19063099041195525,0.10826311129605327,0.04826219811820822,1.1342339831383157,1.2018631757563694,0.8124095922932415,0.38621155519423433,0.15209528046644458
1D-003,7,0.07841378756613558,1.4871821232766116,0.013707619843468029,0.22849274132807978,0.008685558182376011,0.7445308380917944,1.5722819309097822,0.5273743033286075,0.25092361366146787,0.09899902627361777,1.3414727333872762,1.6711599392502419,1.3404290461052704,0.7514388493004128,0.3284982010445545
1D-004,0,0.3970429964437774,0.5812553449486272,0.0013897338983721293,0.09492996965716902,0.004966577918537416,0.8914213385156413,0.9942506965057059,0.19110168204489025,0.10385230534276638,0.04782055824236757,1.1372343069457305,1.1932124469555665,0.8016207297240701,0.3795395220341017,0.14908657218800808
1D-004,1,0.05147303908572061,1.5222237207248996,0.023791871565435576,0.37900522746647075,0.016187722520760527,0.6636933814986856,1.557283138651691,0.6339963831594863,0.4156901318624713,0.1572778170869796,1.300724933080814,1.7018024774773943,1.476056271947279,0.931095285028644,0.4625783923398759
1D-004,2,0.07533988824721162,1.4913410939349416,0.01389318496487729,0.2206030239280213,0.008792861108284472,0.7358694422514228,1.570191221662995,0.5277434432053641,0.24446682400302794,0.09807556790068225,1.3341670898836395,1.6645747956981845,1.3350180491520067,0.746352384277592,0.3248543935361252
1D-004,3,0.06114013729294571,0.9836799696206981,0.011928227833655717,0.25287742810493646,0.012388448964690709,0.5268027443664072,1.0603193744694783,0.38575609370117603,0.27848226593308795,0.10700292840519318,0.9311600582192048,1.1733010135530038,0.9858635443502035,0.6119334956809691,0.30524076203531103
1D-004,4,0.397042996443778,0.5812553449486262,0.0013897338983721165,0.09492996965716892,0.004966577918537428,0.8914213385156423,0.9942506965057059,0.1911016820448899,0.10385230534276631,0.047820558242367577,1.137234306945731,1.1932124469555667,0.8016207297240698,0.37953952203410146,0.14908657218800797
1D-004,5,0.05178491896714621,1.5223509638189938,0.023687556290263014,0.37849864331681293,0.01623419476167773,0.6650657977619013,1.5578508778298203,0.6331612837454522,0.4152641068659836,0.1572102790319652,1.3017982428367305,1.702372492204244,1.475801379499761,0.9305405960883324,0.46222039300059603
1D-004,6,0.06136458219091779,0.9833122964050561,0.011832982973022321,0.2526131833244842,0.01239126021001595,0.5273816442015375,1.0603821085074796,0.38514346499933083,0.27804140563163615,0.10696690247118348,0.9314845786867293,1.1732640255731177,0.9853809923592892,0.611372744965027,0.3049120901097015
1D-004,7,0.07542732323066556,1.4918360074794608,0.01382829838428308,0.22127015609049586,0.008782502836521879,0.7366627616411857,1.570692141891655,0.527688088029884,0.24504192801305272,0.09811386957133511,1.334960980606581,1.6653563468872479,1.3356260095161347,0.7468293240405842,0.32515488336783127
1D-005,0,0.0636463848312837,0.9795316298424137,0.011808402361806726,0.2583172715772948,0.011923511458238214,0.5331908113958659,1.0614564037729768,0.38517836266890204,0.28242540543522987,0.10710788704341673,0.9362973443479917,1.1776025637079475,0.9889836721390712,0.6146496507779332,0.3070532398651316
1D-005,1,0.05389648245883756,1.5207506119679346,0.02338920647602378,0.3855030741701126,0.016063246094368246,0.6726024846456023,1.5604000573041938,0.632623850304973,0.4207303475080501,0.1577874337594393,1.3084112011501474,1.7084207914039882,1.4805912095362028,0.9347820069738383,0.4651475057118629
1D-005,2,0.33745768744920696,0.5796819606526886,0.0010806039507775518,0.10065165374563499,0.0045522115327418814,0.8871893409803074,1.0168962553583265,0.1880568657174427,0.10788135370556293,0.048238100242850586,1.1390898743051339,1.2032433423473425,0.8108528434204569,0.3845703524661751,0.15140187745238293
1D-005,3,0.07795808186083884,1.487737064771049,0.013754485577294221,0.2278474742862033,0.008691357205557772,0.7431955084717207,1.5719427474697953,0.527670511593961,0.25039995603650644,0.09893469208641309,1.3403966032753585,1.6703302133456641,1.3399771604332853,0.7511063733008443,0.3282480296867833
1D-005,4,0.07797792550693158,1.4877030619898384,0.013752922699359241,0.22785078928744953,0.008691119305684884,0.7432446568062905,1.5719498852452962,0.5276506901257483,0.2504013891058611,0.0989346674713982,1.3404318409653382,1.6703500880280804,1.3399767654586578,0.7511008012374554,0.3282456378654765
1D-005,5,0.05389608143759913,1.52075047590608,0.02339372313965387,0.3855091620078225,0.016061776076689842,0.6726007580189479,1.5604011721155806,0.6326429671431382,0.42074212063398087,0.1577808504773981,1.3084141379695917,1.7084314110018721,1.4806083020792888,0.9347955506954879,0.46515163214621846
1D-005,6,0.3374576874492066,0.5796819606526891,0.0010806039507775527,0.10065165374563499,0.0045522115327418814,0.8871893409803072,1.0168962553583265,0.1880568657174428,0.10788135370556291,0.048238100242850586,1.1390898743051339,1.2032433423473425,0.8108528434204572,0.38457035246617516,0.15140187745238295
1D-005,7,0.06362614016395338,0.979565496340042,0.011805777473243542,0.25829999336010473,0.011923457267060915,0.5331398948404475,1.0614466848916493,0.3851788706691832,0.2823993792964885,0.10710475001677,0.9362555439222695,1.1775668091938942,0.9889578978379704,0.6146281915868447,0.30703872044928787
1D-006,0,0.24350757892681738,0.7361916868389455,0.024048623600600363,0.2114225826888934,0.009429915381777735,0.7473427865366254,1.0352548568839004,0.33790856655417656,0.26066614007042144,0.08330828881887867,1.075551214333947,1.2424061216584046,0.9699490783743357,0.5694689035950712,0.27219418042416804
1D-006,1,0.06856742600101425,1.4991736124807136,0.03504440757188983,0.30696687952882584,0.014349352560627193,0.7141061114581189,1.5722759290524109,0.6238197052005972,0.37391367009903903,0.13125646174513825,1.340443743479999,1.7234449947592378,1.4611865029748086,0.8910563564898905,0.4242167124952329
1D-006,2,0.24362558673386553,0.7360359541898803,0.024116653493577007,0.21147066696759467,0.00942152684533074,0.7475287509922919,1.0352788479030326,0.33800477234560355,0.26081482924316446,0.0833152044048913,1.075720440145775,1.2425852950239937,0.9701264263573746,0.5696238949592143,0.2722850311609564
1D-006,3,0.06865874204392886,1.499052067980213,0.03501218628523486,0.30698715033294927,0.014349809910117056,0.7143716540251749,1.5723319858704616,0.623680030988856,0.37389272317494426,0.13124318811674687,1.3406345232881511,1.7235425930598467,1.4611554700747305,0.8909890878282997,0.424176548242188
1D-006,4,0.24350266698293108,0.7362001719742918,0.024025398629587955,0.21142831805227488,0.009430756485211304,0.7473309388330288,1.035246285397224,0.3378606469433222,0.26062762276615653,0.0833075766046507,1.0755292509147143,1.2423657490644593,0.9698936107143314,0.5694191657001638,0.27216735856808827
1D-006,5,0.06857548672094449,1.4991667993346978,0.03507547642275304,0.3068953662218129,0.014353238686137988,0.714132096790558,1.5722913304553625,0.6238428160044006,0.3738779174559165,0.13122734791462334,1.3404720777020338,1.723471332103769,1.4611915963336097,0.8910338122446038,0.42418520257897857
1D-006,6,0.24360447122957243,0.7360724541465458,0.02404916159594775,0.21145982931413476,0.00942623663801056,0.747478021516613,1.0352513583311433,0.33786315086599134,0.2606827235617888,0.08331084917718183,1.0756426284191747,1.2424535852145777,0.9699498588514041,0.5694632099216191,0.2721958455278857
1D-006,7,0.06868300632426666,1.4990172302417824,0.03499673397599677,0.30698047525698874,0.014350293080288764,0.7144360984927762,1.572339205583085,0.6235981561696506,0.37384385667462744,0.13124361475965615,1.340668379262044,1.7235324108890226,1.4610937429427209,0.8909224713071271,0.42414071668598297
1D-007,0,0.08796846726285525,1.4815642123950665,0.021021210625219774,0.44015145142137796,0.01738955108478633,0.7804132839491436,1.590947545825486,0.6159982434085556,0.4693721430333195,0.16242313585791865,1.398036063789597,1.7818572623471203,1.5261820778586503,0.9694933215746389,0.4893538636384333
1D-007,1,0.08831429287208384,1.4803847613470476,0.01741962754199129,0.29632334240415614,0.015862870209766258,0.7802067356894815,1.5872933495577053,0.5583899585159412,0.3252876712742918,0.11419089840344238,1.3814999046705188,1.7261193355693214,1.4112773724391117,0.8253909012881493,0.3796825641338517
1D-007,2,0.034414404295026596,0.4853513357657228,0.011878287575782546,0.3005019274200392,0.013014628729742427,0.2729716644525434,0.5362073317225474,0.26740630358343354,0.31738834085841794,0.11098530945803632,0.4940126339718273,0.6626482967608128,0.6391965478979984,0.48538076395468727,0.28778492334471006
1D-007,3,0.08844170453732421,1.480168789222145,0.01741419320825557,0.2963801939027246,0.015871804188603615,0.7805183890439928,1.5873403773602854,0.5582958240387094,0.3253507531604023,0.1142117416396287,1.3817314946208725,1.7262712550510457,1.4113252456425025,0.8254160193568358,0.37971284158110596
1D-007,4,0.08793833344815474,1.481612272257967,0.021022824353545178,0.4401283787316176,0.017393084679490956,0.7803332361519217,1.5909323263902853,0.6160191353083264,0.46935300487598,0.16242450643837697,1.3979746640642874,1.7818144695295357,1.5261660300565059,0.9694863004790195,0.48934913722294493
1D-007,5,0.0832536004900495,1.4888390743255875,0.02221415270099457,0.4442789367513408,0.014541657711613585,0.7675124584244613,1.5888290379577341,0.6258993365006105,0.4730868887791939,0.15927510824437002,1.3896359692110998,1.779294989473836,1.5305938417727467,0.9741476796096836,0.49023071992389866
1D-007,6,0.03452258879442457,0.4851639896778633,0.011885804369464705,0.30061159552615035,0.013015940551375626,0.27322922198268595,0.5362485361094772,0.26739720060683275,0.3175167394675956,0.11099637991684559,0.4942195423137309,0.6628204712921851,0.6393166899080217,0.4854803983216305,0.28785221594837224
1D-007,7,0.08330296147059194,1.4887623889207522,0.0222289729990654,0.4444109100240102,0.014536872935411962,0.7676467498912499,1.58886478557027,0.6259671902377572,0.4732391907930785,0.15927393369116033,1.3897651747619166,1.7794421430710041,1.5307491752144757,0.974287925627829,0.49031286269085433
