x1,x2,x3,y
0.0,0.0,0.0,0.004399785739692714
0.1,0.010000000000000002,0.11000000000000001,0.009810201305636977
0.2,0.04000000000000001,0.24000000000000002,0.01852300580824398
0.30000000000000004,0.09000000000000002,0.39000000000000007,0.0296886098698727
0.4,0.16000000000000003,0.56,0.020483234582228064
0.5,0.25,0.75,0.019917211970813718
0.6000000000000001,0.3600000000000001,0.9600000000000002,0.03750783398140482
0.7000000000000001,0.4900000000000001,1.1900000000000002,0.020345891584840778
0.8,0.6400000000000001,1.4400000000000002,0.02408837748588019
0.9,0.81,1.71,0.0628043991612863
1.0,1.0,2.0,0.03579574622525342
1.1,1.2100000000000002,2.3100000000000005,0.05281817868939495
1.2000000000000002,1.4400000000000004,2.6400000000000006,0.0690592069528699
1.3,1.6900000000000002,2.99,0.07867695438370255
1.4000000000000001,1.9600000000000004,3.3600000000000003,0.09568451820119703
1.5,2.25,3.75,0.07246816299617595
1.6,2.5600000000000005,4.16,0.09547373782628678
1.7000000000000002,2.8900000000000006,4.590000000000001,0.11365492785777853
1.8,3.24,5.04,0.1262613341384541
1.9000000000000001,3.6100000000000003,5.510000000000001,0.13075583858126716
2.0,4.0,6.0,0.15554588084230503
2.1,4.41,6.51,0.17031091461680956
2.2,4.840000000000001,7.040000000000001,0.17644973050507
2.3000000000000003,5.290000000000001,7.590000000000002,0.1879544314303067
2.4000000000000004,5.760000000000002,8.160000000000002,0.18707812361383477
2.5,6.25,8.75,0.19493150423449068
2.6,6.760000000000001,9.360000000000001,0.22466570226488364
2.7,7.290000000000001,9.990000000000002,0.23625815422825971
2.8000000000000003,7.840000000000002,10.640000000000002,0.2680304890059931
2.9000000000000004,8.410000000000002,11.310000000000002,0.28662439469444123
3.0,9.0,12.0,0.2893296639535566
3.1,9.610000000000001,12.71,0.3008974114270699
3.2,10.240000000000002,13.440000000000001,0.30873234829351204
3.3000000000000003,10.890000000000002,14.190000000000003,0.34526760050395816
3.4000000000000004,11.560000000000002,14.960000000000003,0.3779687665959699
3.5,12.25,15.75,0.3905302172208894
3.6,12.96,16.560000000000002,0.39516521202836913
3.7,13.690000000000001,17.39,0.41745345928049665
3.8000000000000003,14.440000000000001,18.240000000000002,0.4440966067692853
3.9000000000000004,15.210000000000003,19.110000000000003,0.4547633291530759
4.0,16.0,20.0,0.5005053165341035
4.1000000000000005,16.810000000000006,20.910000000000007,0.5017346506087526
4.2,17.64,21.84,0.5514819161056401
4.3,18.49,22.79,0.5640882416128347
4.4,19.360000000000003,23.760000000000005,0.5758936782502295
4.5,20.25,24.75,0.6070915790987718
4.6000000000000005,21.160000000000004,25.760000000000005,0.6269625907748114
4.7,22.090000000000003,26.790000000000003,0.6587580174928619
4.800000000000001,23.040000000000006,27.840000000000007,0.6865353900520627
4.9,24.010000000000005,28.910000000000004,0.7135076467060101
5.0,25.0,30.0,0.7551067016381595
5.1000000000000005,26.010000000000005,31.110000000000007,0.7606346213546739
5.2,27.040000000000003,32.24,0.8015234806605868
5.300000000000001,28.090000000000007,33.39000000000001,0.8315717098487168
5.4,29.160000000000004,34.56,0.8489308390500855
5.5,30.25,35.75,0.8801688530415911
5.6000000000000005,31.360000000000007,36.96000000000001,0.9089407378849188
5.7,32.49,38.190000000000005,0.9358309518895205
5.800000000000001,33.64000000000001,39.44000000000001,0.9683976347554979
5.9,34.81,40.71,0.9908822598812834
